Placa,Ano,Modelo
CAH3467,1995,ESCORT 1.0 HOBBY
CAH5914,1979,F4000
CAH9279,1990,BANDEIRANTE
CAI2789,1995,GOL 1000I
CAI4618,1995,TEMPRA IE
CAJ1505,1995,FORD RANGER STX
CAK5801,1995,GM ASTRA GLS
CAM1614,1995,LOGUS CLI 1.8
CAM3534,1995,CORSA GL
CAN7470,1995,UNO 1.6 MPI
CAP3709,1995,FIAT TIPO 1.6 IE
CAP8127,1995,GOL 1000
CAR7825,1995,TOYOTA COROLLA DX
CAS4796,1995,KADETT GL
CAS7550,1995,CORSA WIND
CAT0558,1995,AUDI 80 CABRIO
CAT2664,1995,GOL CLI
CAT9730,1995,FIAT TIPO 1.6 IE
CAU5298,1995,L 1418 E
CAV3564,1995,GM ASTRA GLS
CAW5105,1994,UNO ELECTRONIC
CAW7859,1994,KADETT GL
CAW8283,1994,RENAULT TWINGO
CAW8692,1994,GOL GLI 1.8
CAW9877,1994,CORSA WIND
CAX6160,1995,VW GOLF GL
CAX6218,1989,KADETT SL
CAZ1008,1995,C180 HA18W
CAZ1955,1994,GOL CL 1.8
CAZ2641,1994,914
CAZ8478,1990,MONZA SL
CBA3242,1995,GOL CLI
CBA8458,1995,SANTANA CL 1800 I
CBB0214,1988,VOYAGE GL
CBB0735,1993,CHEVETTE JUNIOR
CBB3682,1983,FUSCA 1300
CBB4654,1993,UNO ELECTRONIC
CBB5577,1993,TEMPRA
CBB7619,1991,PARATI CL
CBB7811,1993,ESCORT HOBBY
CBB9816,1986,PARATI
CBC1264,1995,CORSA WIND
CBC2576,1995,VECTRA GLS
CBC3455,1995,VECTRA GLS
CBD0211,1995,GOL CLI
CBD7169,1995,LOGUS CLI
CBE5832,1995,VECTRA GLS
CBE7751,1995,GOL CLI
CBF5019,1995,A4
CBF5346,1995,GOL 1000I
CBG1057,1995,UNO MILLE IE
CBG3753,1995,VECTRA GLS
CBG8810,1989,ESCORT L
CBH3350,1995,CORSA WIND
CBI1137,1995,KADETT IPANEMA GL
CBJ1802,1995,FIAT TIPO 1.6 IE
CBL5382,1995,S10
CBL5583,1995,M.BENZ MB 180D
CBL7424,1995,CORSA GL
CBL7821,1995,12.140 H
CBL9B27,1995,NL12 360 4X2
CBM9070,1995,SR DESERTER
CBN6030,1995,VECTRA CD
CBP6830,1995,GOL CLI
CBQ7378,1990,MONZA CLASSIC SE
CBR9709,1996,CORSA GL 1.6
CBS2967,1996,8.14
CBS6095,1985,LA 1113
CBS7048,1996,16.22
CBV5626,1994,POINTER CLI 1.8
CBW9274,1989,MONZA SL
CBW9464,1994,MONZA GLS
CBX7700,1997,XT 600 E
CBY9913,1996,VW POINTER 1.8I
CBZ4629,1986,MONZA SL
CBZ7946,1981,CHEVROLET D10
CCA1458,1995,SANTANA GLS 2000 I
CCA5457,1995,UNO MILLE EP
CCB7698,1995,GOL 1000I
CCC5311,1994,RENAULT TWINGO
CCC8425,1995,GOL 1000
CCD6685,1995,VW GOLF GL
CCE5339,1982,GOL LS
CCF3367,1995,SANTANA GL 2000 I
CCF5370,1995,GOL 1000I
CCF9177,1995,GOLF
CCG4802,1995,FORD FIESTA
CCG9400,1995,MONZA GLS
CCH1381,1995,KADETT GL
CCH7894,1995,UNO MILLE IE
CCK3639,1995,GOL CLI
CCK3779,1995,FORD F4000
CCK5635,1996,GOL CLI
CCL0779,1995,CORSA WIND
CCL4410,1995,UNO MILLE EP
CCL9017,1995,NISSAN PATHFINDER
CCM5834,1995,VECTRA GLS
CCQ4905,1995,GOL 1000
CCQ5565,1995,KADETT GL
CCR1666,1995,SANTANA GLS 2000 I
CCR5222,1995,C280 HA28W
CCR7075,1995,CORSA WIND
CCS0859,1990,MONZA SL
CCS2143,1989,KADETT IPANEMA SL
CCS6102,1995,BLAZER
CCS7825,1995,CORSA WIND
CCT2321,1996,UNO MILLE EP
CCT4461,1996,UNO MILLE EP
CCW5718,1989,PARATI GLS
CCX9686,1995,VECTRA CD
CCY0728,1996,UNO MILLE IE
CCY5554,1996,TEMPRA IE
CCY9434,1996,1214
CCZ8484,1995,FIAT TIPO 1.6 IE
CCZ8817,1990,MONZA SL
CCZ9774,1996,KADETT GL
CDA7553,1996,VW GOLF GL
CDB0498,1995,GOL 1000
CDB6578,1995,KADETT GL
CDC3747,1995,VW VOYAGE GL
CDC6602,1995,POINTER CLI 1.8
CDE3180,1995,HILUX 4X4 CD
CDE7911,1995,CARGO 1617
CDF2204,1996,SAVEIRO CL 1.8
CDF4916,1996,S10
CDF5046,1996,KOMBI
CDG4874,1995,GOL GLI 1.8
CDG7194,1995,SANTANA CL 1800 I
CDG8135,1995,ESCORT 2.0I XR3
CDL0483,1997,SCANIA R124GA4X2 360
CDL2921,1998,BLAZER DLX
CDL4320,1998,OMEGA GLS
CDL5336,1997,SCANIA P94GA4X2 260
CDM3859,1998,VECTRA GLS
CDM8580,1998,SANTANA 2000 MI
CDM9161,1998,GOL MI
CDN5516,1996,GOL 1000I
CDN8889,1996,RANGER XL
CDZ0797,1997,GOL MI
CEB7124,1996,SANTANA GL 2000 I
CEC6427,1996,GOL 1000I
CEC9458,1996,CORSA GL 1.6
CEE2964,1999,GOL SPECIAL
CEF9223,1996,GOL CLI 1.8
CEF9794,1996,UNO MILLE EP
CEH0919,1996,F1000 HSD XL
CEI2568,1995,VW GOLF GL
CEI3223,1996,LOGUS CLI
CEI9008,1995,DAEWOO S SALON ACE
CEK3142,1986,DEL REY GL
CEK5588,1996,GOL ATLANTA
CEL4580,1996,CORSA GL
CEL4741,1996,ROYALE 1.8 I GL
CEN7475,1997,FORD ESCORT GL 16V H
CEO0037,1996,S10
CER3101,1996,GOL CLI 1.8
CES0260,1996,BLAZER DLX
CET6111,1996,UNO MILLE EP
CEU0963,1996,VW GOLF GL
CEV1605,1996,MONZA GL
CEV4295,1965,FUSCA 1200
CEW2060,1996,VECTRA GLS
CEY1530,1994,OMEGA SUPREMA GLS
CEZ0781,1996,CORSA WIND
CEZ0848,1996,GOL CLI
CEZ4863,1989,F1000
CEZ5574,1996,KADETT GL
CEZ7358,1986,ELBA S
CEZ7460,1990,VOYAGE CL
CEZ9092,1996,PALIO ED
CFC4852,1996,RANGER XL
CFC5839,1972,L 1113
CFC8089,1996,RANGER XL
CFE5998,1998,UNO MILLE EX
CFF1884,1996,VECTRA GLS
CFF9899,1985,SANTANA CD
CFG1302,1996,PARATI ATLANTA 1.8
CFG6592,1996,FIESTA
CFH6986,1997,QUANTUM 2000 MI
CFK2654,1997,CORSA WIND
CFL1212,1993,ESCORT 1.8 L
CFL3583,1996,VERSAILLES 2.0 I GL
CFM2217,1995,RENAULT LAGUNA 2.0
CFM4119,1996,CORSA WIND
CFM5406,1995,CITROEN ZX 2.0I VOLC
CFO6G17,1996,PALIO EDX
CFP0158,1996,TEMPRA IE
CFP6023,1996,GOL ATLANTA
CFQ7447,1996,VECTRA GLS
CFR7193,1996,SANTANA 2000 MI EVID.
CFT0864,1996,GOL I
CFW2173,1996,PALIO ED
CFX1101,1996,OMEGA GLS
CFY2879,2013,DUSTER
CGA2391,1996,VECTRA GLS
CGA4388,1996,CORSA GLS
CGA8502,1990,UNO S
CGB0069,1996,GOL CLI 1.8
CGB0999,1995,DAEWOO ESPERO CD
CGB3135,1996,CORSA SUPER
CGE3687,1990,GOL CL
CGE4197,1996,PALIO EL
CGE5727,1996,RANGER XL
CGF6189,1996,GOL I
CGF6307,1996,CORSA SUPER
CGF7110,1996,QUANTUM 2000 MI
CGG0603,1996,CORSA GL
CGG2987,1996,L 1418
CGG3753,1996,CARGO 1622
CGG6711,1996,RANGER XL
CGG7390,1996,SANTANA 2000 MI EVID.
CGH0334,1996,CORSA WIND
CGK7020,1997,XR 200R
CGL0777,1995,UNO MILLE EP
CGL3867,1996,RANGER XL
CGL7707,1996,FORD RANGER STX
CGL7921,1996,FIORINO IE
CGM0034,1996,PARATI GLI 1.8
CGM3151,1996,PARATI CLI 1.8
CGM7873,1996,SUBARU IMPREZA 1.8 GL
CGO0198,1989,CHEVETTE SL 1.6
CGO3923,1996,GOL 1000I
CGP3923,1996,PALIO EDX
CGP4991,1996,GOL CL 1.6 MI
CGQ9909,1997,VECTRA GLS
CGR2003,1988,L 708 E
CGR2097,1997,CARGO 4030
CGR4491,1984,L 1516
CGR5794,1997,R113 H 4X2 320
CGR6484,1997,VECTRA GLS
CGR7110,1997,VECTRA GLS
CGR7854,1997,LS 1935
CGR8811,1997,VECTRA GLS
CGS0347,1997,VECTRA GLS
CGS1063,1997,LS 1935
CGS4204,1997,OMEGA GLS
CGS7055,1990,709
CGS7212,2019,GOL 1.0L MC4
CGS7C76,1981,L111S
CGV3832,1996,VW GOLF GL
CGV3858,1982,CHEVETTE HATCH SL
CGV6131,1996,UNO MILLE SX
CGX0437,1996,CORSA SUPER
CGX2778,1997,FORD ESCORT GL 16V H
CGX6881,1996,CORSA SUPER
CGX9820,1997,PALIO EDX
CGZ1880,1996,VW GOLF GL
CHA4340,1996,PALIO EL
CHB9075,1996,GOL I PLUS
CHD6622,1997,PALIO EL
CHH2940,1997,CORSA WIND
CHI1114,1996,OMEGA GLS
CHI7907,1996,S10 2.2 S
CHI9850,1996,GOL MI
CHM0568,1996,VECTRA GL
CHM2223,1996,VECTRA CD
CHN3776,1997,SANTANA
CHN9048,1997,GOL CL 1.6 MI
CHO4259,1996,GOL CL 1.8 MI
CHO9664,1987,DEL REY BELINA L
CHP1251,1996,CORSA GL
CHP3742,1996,F14000 HD
CHP6551,1997,310D SPRINTERF
CHR9546,1997,CORSA WIND
CHS7998,1996,VECTRA GL
CHT7975,1997,VECTRA GLS
CHV2651,1997,GOL MI
CHV7553,1997,PALIO EL
CHW5918,1996,UNO MILLE SX
CHX0174,1996,CORSA WIND
CHX7227,1996,GOL I PLUS
CHX8822,1996,S10 DELUXE 2.2 S
CHY0377,1996,UNO MILLE SX
CHY5850,1996,S10 DELUXE 2.2 S
CHY9457,1997,HILUX SW4 D
CIA0207,1997,GOL MI
CIA2581,1997,GOL CL 1.6 MI
CIA2638,1996,LOGUS 1.8I
CIA5295,1997,VECTRA GLS
CIB0622,1997,S10 2.2 S
CIB3184,1997,PALIO ED
CIB7800,1997,GOL CL 1.6 MI
CIB7884,1997,GOL CL 1.6 MI
CIC0015,1997,VECTRA CD
CIC8455,1997,GOL 1.6 MI
CIC8688,1997,PARATI CL 1.6 MI
CIC9354,1997,OMEGA CD
CID5116,1997,KA
CIE3900,1996,SANTANA 2000 MI EVID.
CIG3057,1994,HONDA CIVIC 2D EX
CIG4E12,1997,GOL MI
CIH0687,1996,GOL CLI 1.8
CIH7447,1996,VECTRA GLS
CII8883,1997,FORD ESCORT GLX 16VH
CIK0404,1996,PAMPA L
CIK8410,1996,SANTANA 2000 MI
CIM2111,1997,FIAT SIENA HL
CIM6819,1997,CORSA SUPER
CIM6975,2022,TECTOR 170E21
CIN0159,1997,CORSA WIND
CIN9099,1997,VECTRA CD
CIO0871,1996,S10 DELUXE 2.5 E
CIO7560,1997,VECTRA GLS
CIO7647,1997,GOL MI
CIO8856,1997,CORSA GL 1.6
CIP7606,1997,PALIO EDX
CIP9254,1997,FIESTA
CIQ8531,1986,UNO S
CIQ9600,1996,PAJERO GLS-B
CIR0853,1996,VECTRA GLS
CIR2136,1997,GOL CL 1.6 MI
CIR6194,1997,GOL PLUS MI
CIS5753,1997,FORD MONDEO CLX ND
CIS8030,1997,CORSA GL
CIS9748,1997,PALIO EDX
CIT4684,1982,F1000
CIU1415,1996,TIPO 1.6 MPI
CIU1598,1996,GOL I
CIU3026,1996,GOL CLI
CIU3373,1996,OMEGA GLS
CIV0393,1984,SAVEIRO S
CIV0439,1997,CORSA SUPER
CIV6766,1997,S10 2.2 S
CIV8548,1997,BLAZER EXECUTIVE
CIY2033,1996,SAVEIRO CL
CIY3769,1996,VECTRA GL
CIZ1886,1997,SILVERADO T
CJA1617,1997,VECTRA GLS
CJA5143,1997,FIESTA
CJA5365,1997,GOL MI
CJA9464,1997,GM SILVERADO DLX 4.1
CJB0307,1997,VECTRA GL
CJB0569,1997,KA
CJB1414,1997,HILUX SW4 D
CJB1609,1997,FIESTA
CJB2888,1997,HILUX SW4 D
CJC4648,1997,CORSA WIND
CJC6637,1997,KADETT GLS
CJC8501,1990,SANTANA GLS 2000
CJH0837,2002,PALIO WEEKEND ELX
CJJ1254,1997,SANTANA 2000 MI
CJJ1483,1987,PARATI GL
CJL1116,1997,CHRYSLER STRATUS LE
CJL1432,1997,CORSA SUPER
CJL4494,1997,CITROEN ZX SX 1.8I
CJM1271,1997,CORSA GL W
CJM5169,1997,KA CLX
CJM9763,1997,FORD ESCORT GLX 16VH
CJP1460,1997,FIESTA
CJP3222,1998,CORSA SUPER
CJP7621,1997,KADETT GL
CJQ6150,1997,CORSA SUPER
CJR7419,1997,CORSA WIND
CJT2149,1997,VECTRA CD
CJT5257,1997,CORSA GL
CJU0998,1996,RENAULT 19 RN
CJU2498,1996,FIESTA
CJU6042,1996,KADETT GL
CJY5391,1989,DEL REY GHIA
CJZ6282,1997,CORSA WIND
CKA7698,1997,GOL MI
CKB2324,1997,CORSA WIND
CKC6394,1996,GOL PLUS MI
CKD2498,1974,LA 1113
CKD6437,1997,CORSA GL 1.6
CKD8237,1999,STRADA WORKING
CKE1714,1997,R113 H 4X2 320
CKE6500,1997,PARATI 16V
CKE6C50,1997,VECTRA GL
CKE7985,1997,KA
CKF5937,1997,S10 2.2 S
CKG1170,1997,GOL 16V
CKH2186,1997,SAVEIRO CLI
CKH2494,1997,8.14
CKI2083,1997,GOL MI
CKI4416,1997,PALIO WEEKEND STILE
CKI5283,1997,VECTRA GLS
CKJ2821,1997,FIORINO IE
CKM5874,1997,PARATI CL 1.6 MI
CKN0111,1997,TEMPRA SX 16V
CKN1315,1996,CORSA SUPER
CKN1407,1996,CORSA SUPER
CKN1843,1996,PALIO EL
CKN5287,1997,PALIO EDX
CKN7948,1997,PALIO ED
CKO5080,1997,BMW 318TI CG71
CKO8072,1972,FUSCA 1500
CKP2968,1997,KA
CKT4551,1998,ESCORT GLX 16VF
CKT6996,1997,PALIO EDX
CKT7123,1997,VW GOL CL 1.6 MI
CKT7764,1998,PALIO WEEKEND STILE
CKX7722,1998,A6
CKY1049,1996,GOL GL 1.8 MI
CKY5106,1998,14.170 BT
CKY8B28,1998,FIAT SIENA 6 MARCHAS
CKZ4963,1989,CHEVROLET D20 CUSTOM L
CKZ7831,1997,PALIO ED
CKZ9138,1998,914
CLA2946,1997,FORD ESCORT GL 16V H
CLA8505,1997,FIESTA
CLB7686,1984,MONZA SL
CLC1793,1997,PALIO WEEKEND 16V
CLC6446,1997,FORD EXPLORER XLT4WD
CLD0011,1997,FORD ESCORT GL 16V F
CLD7565,1997,VW POLO CLAS. 1.8 MI
CLF3564,1997,GOL MI
CLF8428,1997,FORD ESCORT GL 16V F
CLG1578,1997,PALIO EDX
CLG4775,1973,SCANIA
CLG8936,1983,PARATI LS
CLH0001,1994,KADETT GLS
CLH2095,1989,L 1118
CLH7391,1999,L 1620
CLI2933,1997,PALIO EDX
CLI4612,1997,GOL MI
CLJ2010,1989,LK 1318
CLK0278,1988,L 1318
CLK1613,1997,T113 H 4X2 360
CLK3296,1997,NL12 360 4X2T EDC
CLL7531,1997,KA
CLL7771,1997,328I BG11
CLL8708,1997,PARATI CL 1.6 MI
CLM0439,1997,KA
CLM2023,1998,FIESTA
CLM2831,1997,OMEGA CD
CLN8003,1988,F1000
CLO2A45,1997,PALIO EDX
CLO6184,1997,KADETT GL
CLO6464,1997,A4
CLO6637,1997,VECTRA GLS
CLP1980,1997,PARATI CL 1.6 MI
CLP3123,1998,VECTRA GLS
CLQ0008,1996,RENAULT 19 RT
CLQ1351,1997,S10 DELUXE 2.2 D
CLQ8717,1997,CORSA SUPER
CLS1430,1996,PALIO EL
CLS8297,1997,PALIO EDX
CLS8433,1997,VW GOL STAR
CLS9684,1998,FIESTA
CLT0785,1997,KOMBI
CLU2048,2008,19.320 CLC TT
CLU7256,1998,PARATI GL 1.8 MI
CLV2869,1997,VW GOL CL 1.6 MI
CLW7829,1996,ASIA TOWNER DLX
CLX5756,1998,FIESTA
CLZ2223,1997,SAVEIRO CLI
CLZ7300,1997,AUDI A3 1.8T
CMA0443,1998,PALIO ED
CMA1627,1997,FIESTA
CMA4061,1998,PALIO ED
CMB0098,1998,PALIO WEEKEND STILE
CMC5653,1998,QUANTUM 2000 MI
CMC8609,1998,CORSA WIND
CMD0292,1998,KA
CMD0415,1998,CORSA GL
CMD0970,1997,SEAT CORDOBA SXE
CMD3697,1997,FORD MONDEO GLX NG
CME2165,1998,PALIO ED
CMF0215,1998,RANGER XLT 10X
CMF1332,1998,CIVIC LX
CMG2215,1998,SANTANA 2000 MI
CMH4471,1998,GOL MI
CMH9101,1998,VECTRA GL
CMJ5990,1998,PALIO ED
CMJ6037,1998,PALIO WEEKEND 16V
CMK4830,1998,CORSA WIND
CMK9626,1998,PALIO WEEKEND
CML5042,1998,VW GOL MI
CML7946,1998,QUANTUM 2000 MI
CML7988,1998,FIAT UNO MILLE SX
CMM0677,1998,VW POLO CLAS. 1.8 MI
CMM7824,1998,SUZUKI BALENO W GLX
CMN3632,1998,FORD ESCORT GL 16V F
CMN8688,1998,KA
CMO0063,1998,VECTRA GLS
CMO1955,1998,CIVIC LX
CMO6064,1998,CORSA WIND
CMP1982,1997,MBENZ 310D SPRINTERC
CMP2261,1998,COURIER
CMP5362,1998,12.140 H
CMP5405,1998,FORD RANGER 10E
CMP6459,1998,RANGER XLT 10X
CMP6516,1998,310D SPRINTERF
CMQ9038,1997,VECTRA CD
CMR0737,1997,SUBARU IMPREZA GL204
CMR1443,1998,FORD RANGER 12E
CMR5155,1998,ESCORT GLX 16VF
CMR7434,1998,COURIER CLX
CMS4382,1998,VIRAGO XV250S
CMU3012,1997,PALIO ED
CMY0014,1997,710
CMY3151,1997,CORSA SUPER
CMY7462,1981,L 2213
CNA0499,2019,POLO
CNA4553,1998,VW POLO CLAS. 1.8 MI
CNA8202,1998,PALIO EDX
CNA8467,1998,CORSA WIND
CNA9268,1994,DAEWOO PRINCE ACE
CNB7950,1998,CORSA GLS WD
CNC2057,1998,BLAZER DLX
CNC2194,1998,RENAULT MEGANE 2.0 B
CNC3483,1998,GOL 16V
CNC4060,1998,PASSAT TURBO
CNC4256,1998,KADETT GLS
CND2843,1997,GOL MI
CND6156,1997,VECTRA GLS
CNE9626,1977,VARIANT
CNG3250,1997,GOL MI
CNG6125,1998,310D SPRINTERF
CNG6589,1998,KA
CNH3690,1988,CBX 750 F
CNI3665,1998,914 C
CNI3F07,1972,1111
CNI9C96,2021,YBR150
CNJ1387,1999,NX 200
CNN4087,1998,FIAT SIENA STILE
CNN8665,1998,VW GOLF GLX 2.0 MI
CNO3366,1998,VECTRA GLS
CNS4252,1998,KA
CNS5011,1998,GOL SPECIAL
CNT3714,1998,VECTRA GL
CNT9875,1985,DEL REY GL
CNV0447,1997,GOL MI
CNV5245,1986,CHEVROLET D20 CUSTOM
CNW0780,1997,ESCORT GLX 16VF
CNW2129,1997,PALIO EDX
CNW3108,1997,FIORINO IE
CNW3504,1997,GOL MI
CNW3810,1997,CORSA SUPER
CNW6118,1997,VECTRA CD
CNW7443,1997,PALIO ED
CNX4642,1997,FORD MONDEO CLX FD
CNY5266,1997,CORSA GLS WD
CNY8208,1997,VW POLO CLAS. 1.8 MI
COB3131,1997,BMW 323I CP81
COC1585,1998,PALIO EDX
COC1B96,1998,VW POLO CLAS. 1.8 MI
COE0555,1998,MAREA HLX
COE3582,1998,GOL MI
COE6549,1998,GM CORSA GL
COF2131,1998,CORSA SUPER
COF2381,1998,CORSA GL
COF4868,1998,VW GOLF GL 1.8 MI
COF5931,1989,GOL CL
COG3822,1997,S10 DELUXE 2.2 S
COG9127,1998,SAVEIRO TSI 2000
COG9422,1997,UNO MILLE SX
COH0748,1997,PALIO EDX
COH1725,1997,GOL MI
COH3794,1997,VECTRA GLS
COH6663,1997,GOL CL 1.6 MI
COH7381,1997,VECTRA CD
COH9127,1997,VECTRA GLS
COI1801,1997,GOL CL 1.6 MI
COI2778,1997,PARATI GL 1.8 MI
COI3505,1997,BMW 318TI CG71
COI4776,1997,VW POLO CLAS. 1.8 MI
COL1350,1998,OMEGA GLS
COL6151,1998,TOYOTA HILUX 4CS SR5
COL6225,1998,SILVERADO 4.1
COM2916,1998,CLIO RT
CON2612,1998,GOL 16V
CON3533,1998,XSARA GLX 16V
CON4994,1999,A 160
COO1914,1998,CORSA GL
COP2723,1998,PALIO EX
COP2894,1998,FIESTA
COQ1119,1997,FIESTA
COQ2650,1998,PALIO EX
COR7672,1998,RENAULT TWINGO
COS5554,1998,AUDI A3 1.8T
COT0224,1997,CHRYSLER STRATUS LE
COT7H08,1998,KA
COU0009,1997,VECTRA CD
COU9642,1998,UNO MILLE EX
COV0540,1998,T114 GA4X2NZ 320
COY7252,1998,VW GOL MI
COZ0301,1997,UNO MILLE SX YOUNG
COZ5505,1997,GOL MI
CPA3218,1998,RENAULT MEGANE 1.6 B
CPA3611,1998,CORSA GL 1.6
CPB1071,1998,PEUGEOT 306 PAS H 18
CPC4745,1999,PALIO WEEKEND STILE
CPC5888,1999,DAKOTA SPORT 3.9
CPC5953,1998,SUBARU IMPREZA SWGL4
CPE1264,1997,BLAZER
CPE1744,1997,CORSA SUPER
CPF7346,1984,L 1113
CPG4219,1999,T124 GA4X2NZ 420
CPG7167,1999,LS 1938
CPG9611,1980,L 1313
CPH4900,1998,AUDI A3 1.8T
CPI3081,2003,18.31
CPI4849,1985,T112 H 4X2
CPL0193,1998,T114 GA4X2NZ 360
CPL1462,1999,MAREA WEEKEND ELX
CPL2308,1998,BLAZER DLX
CPL5024,1998,CORSA WIND
CPM2137,1998,VECTRA CD
CPM5991,1990,VOYAGE GL
CPM8222,1998,TERIOS
CPM9248,1998,FIESTA
CPO4695,1995,FIAT COUPE 16V
CPO5558,1997,VW GOL CL 1.6 MI
CPO9549,1997,VECTRA GLS
CPP1496,1974,VARIANT
CPP3661,1998,UNO MILLE EX
CPP8876,1998,FORD ESCORT GL 16V H
CPQ2686,1997,FORD ESCORT GL 16V F
CPQ3957,1998,VW POLO CLAS. 1.8 MI
CPR0409,1987,L 1318
CPR0609,1982,T142 HK
CPR1477,1998,R124 GA4X2NZ 360
CPR2753,1999,PARATI CL 1.6 MI
CPR4414,1999,GOL CL 1.6 MI
CPR7052,1999,CORSA WIND
CPR9679,1999,16.2
CPT1577,1977,KOMBI
CPT8598,1998,S10 DE LUXE 4.3 D
CPU4206,1997,FIAT SIENA STILE
CPU5691,1997,FORD ESCORT GL 16V H
CPU6156,1997,FIAT SIENA EL
CPU7774,1998,FORD ESCORT GL 16V F
CPV6361,2007,DUCATO MULTI
CPW0508,1998,PALIO EDX
CPW2188,1997,PALIO ED
CPW2278,1997,GOL CL 1.8 MI
CPW4976,1997,S10 DELUXE 2.2 S
CPX2296,1997,VW POLO CLAS. 1.8 MI
CPX4212,1997,PALIO EDX
CPY3543,1997,CORSA GL 1.6
CPZ9639,1999,VECTRA GLS
CQA3668,1983,F4000
CQD9536,1999,VW POLO CLAS. 1.8 MI
CQE3913,1998,310D SPRINTERF
CQE5793,1998,VECTRA CD
CQF1488,1998,CIVIC EX
CQH0443,1999,R114 GA4X2NZ 360
CQH6261,1999,1720
CQH6265,2000,CARGO 4030
CQH7062,1990,O 371 RS
CQH7100,1988,B10M
CQH7419,1999,710
CQI4276,1998,PALIO EX
CQI4355,1999,GOL 16V
CQI6908,1997,S10 2.2 D
CQJ2846,1979,OPALA
CQK0360,1997,VECTRA GLS
CQK0677,1997,VW GOL CL 1.6 MI
CQK3250,1997,GOL CL 1.6 MI
CQO0816,1985,VERANEIO
CQR2846,1997,PALIO WEEKEND STILE
CQR4342,1997,FORD RANGER STX
CQV1242,1988,MONZA CLASSIC SE
CQV4590,1998,SUZUKI GVITARA 1.6 V
CQX1110,1997,UNO MILLE SX YOUNG
CQX1510,1997,CORSA GL W
CQX6090,1998,PALIO EDX
CQX6644,1998,HILUX 4CD SR5
CQZ4506,1998,GOL 16V
CRA2328,1998,RENAULT MEGANE 1.6 B
CRA3323,1998,VECTRA GL
CRA3625,1999,PARATI GL 1.8 MI
CRB3821,1988,MONZA SL
CRB4258,1998,GM CORSA GLS WD
CRB6106,1998,ASTRA GL
CRB9263,1999,MAREA HLX
CRC1558,1999,CIVIC LX
CRD3081,1999,ASTRA GL
CRE1474,1999,GOL 16V
CRE5446,1999,SCENIC RXE 2.0
CRF8556,1999,BLAZER EXECUTIVE
CRG4024,1999,GOL SPECIAL
CRG7056,1998,FORD MONDEO CLX FD
CRH1851,1999,GOL SPECIAL
CRH6777,1998,RENAULT MEGANE 1.6 B
CRI5870,1999,VECTRA GLS
CRI7138,1999,BLAZER EXECUTIVE
CRI8029,1999,GOL SPECIAL
CRJ7271,1998,PEUGEOT 306 SEL H 18
CRJ9499,1998,AUDI A3 1.8T
CRK3840,1999,L200 4X4 GLS
CRK5813,1999,ASTRA GLS
CRK5912,1999,CLIO RL
CRK6740,1998,AUDI A3 1.8
CRK7668,1999,SCENIC RT 2.0
CRK8768,1999,VECTRA GLS
CRK9526,1999,SCENIC RT 2.0
CRL8165,1999,DAKOTA SPORT TD C
CRM0239,1999,CORSA WIND
CRO1540,1999,PALIO EX
CRO1741,1999,GOL SPECIAL
CRO7497,1999,ASTRA GL
CRO9028,1998,FORD ESCORT GL 16V F
CRP1712,1998,ROMEO 156
CRT4916,1988,L 1518
CRU2888,1998,PASSAT TURBO
CRV2252,1990,KADETT IPANEMA SL
CRV2888,1999,RANGER XLT 13X
CRW9444,1998,GOL MI
CRY3626,1999,ASTRA GL
CRY3785,1989,7.110 S
CRY3902,1999,VECTRA GLS
CRY5593,1976,L 1113
CRY6789,1973,LA 1113
CRZ6944,1998,SAVEIRO CL 1.6 MI
CSA2466,1999,PALIO 1.0
CSA4677,1999,PALIO WEEKEND STILE
CSA5677,1999,ASTRA GL
CSA5A67,1999,CORSA WIND
CSB3995,1999,ASTRA GLS
CSB5420,1999,GOLF 2.0
CSB8108,1999,PALIO WK ADVENTURE
CSC2072,1999,VECTRA MILENIUM
CSC4153,1999,FIESTA
CSC4908,1999,PALIO EX
CSF2200,1999,MAREA WEEKEND ELX
CSJ4163,1999,UNO MILLE EX
CSJ8981,2002,A3 1.8T
CSL8367,1999,SAVEIRO CL 1.6 MI
CSM0023,1999,SCENIC RT 1.6 16
CSN1313,1997,VECTRA GL
CSN3390,1999,SAVEIRO CL 1.6 MI
CSP0358,2000,GOL 16V
CSP1689,1974,FUSCA 1300
CSR0056,1999,CIVIC LX
CSR3817,1999,ASTRA GLS
CSS1242,1999,MAREA ELX
CST3905,1999,MAREA ELX
CST3958,1999,NL12 360 4X2T EDC
CST6984,1999,PEUGEOT 306 PAS B 18
CSV0421,1977,MAVERICK GT
CSW2496,1997,S10 DELUXE 2.5 D
CSW5608,1998,VECTRA CD
CSX9898,1999,VW POLO CLAS. 1.8 MI
CSY5100,1998,GCHEROKEE LIMITED
CSY7889,1999,S10 2.5 S 4X4
CSZ6602,1998,RANGER XLT 10X
CSZ6868,1998,VECTRA CD
CTA4229,1999,FIESTA GLX
CTA5233,1999,MAREA ELX
CTA8101,1999,SCENIC RT 1.6 16
CTA9474,1999,RANGER XLT 13D
CTB7211,1999,SCENIC RXE 2.0
CTC1816,1999,GOLF
CTD0541,1997,CORSA GL
CTD8377,1999,VW VAN
CTD9G99,1998,BMW 328I AM51
CTG1252,1984,CG 125
CTI2633,1999,GOL 1.6
CTI8068,2000,CORSA SUPER
CTK5795,1998,GOL 16V
CTO7517,1998,GOLF
CTP9161,1998,PALIO EX
